track_id;artists;name;popularity;release_date;release_date_precision;speechiness;instrumentalness
6QSwxzWUeF0w4N7qRxonbb;Jean-Jacques Goldman;Au bout de mes rêves;56;1982-09-27;day;0.0324;0.0
0AOfr6odgwLTjLDbNA6oEw;Eddy Mitchell;Couleur menthe à l'eau;0;2000-01-01;day;0.0333;1.02e-06
6lvkgqpLRNlF0Re01WX8dZ;Renaud, Axelle Red;Manhattan-Kaboul;0;2002-05-27;day;0.0257;6.55e-06
6kaD0ve95sXjnq6EITyVkv;Natasha St-Pier;Tu trouveras;53;2002;year;0.0445;0.0
2rfhFgdEUIG0BNaX4BbGmA;Zazie;Je suis un homme;0;2008-01-01;day;0.0257;0.0071099999999999
2cHQAKCDNoEob1XpdNC5o0;Florent Pagny;Savoir aimer;0;1997-01-01;day;0.0273;0.00104
45lVyYMczW7frscKgfd09O;Daniel Balavoine;Mon fils ma bataille;0;1984-01-01;day;0.027;1.06e-05
1DssiNss5G9n0SuB7c4Cem;Johnny Hallyday;L'envie;0;1986-01-01;day;0.079;0.0
16N214ST5alMeUrpp5wk2o;Marc Lavoine;Elle a les yeux revolver;0;1998;year;0.0691;7.269999999999999e-05
5OjDTNdv2lM4e3WOb7OqEU;Emmanuel Moire;Je Fais De Toi Mon Essentiel;0;2005-03-29;day;0.0257;0.0
2LhNDiFrrPB3W3eha3fbOg;Calogero;En apesanteur - Single Version;0;2002-01-01;day;0.0399;0.0
0RDUfBXGq7lhBAqlyu0UAy;Michel Delpech;Pour un flirt;55;1993-01-01;day;0.0559999999999999;4.45e-05
2c7aIT1C3nmlenMgwPxZVP;Michel Polnareff;Goodbye Marylou;50;1990;year;0.0279999999999999;0.000271
3R4rbnUNQKpKo588EFOqTl;Claude François;Cette année-là;52;1976;year;0.0818;0.0
07aWTEpDmPPCx5XkqhRHfH;De Palmas;J'en rêve encore - Radio Edit;50;2000-01-01;day;0.0328;0.000202
3lrrhh8tLTUR0uKh7Lgugz;Julien Clerc;Ma préférence;0;2009-04-06;day;0.0253;0.0003529999999999
4E8hgGDOwG5CpiEke6qZMT;Christophe Maé;On s'attache;55;2007-03-19;day;0.0432;3.63e-06
28mwuJqKOjRpqo14GuKSkj;Lara Fabian;Je T’aime;58;1997-06-03;day;0.0282;5.36e-06
3EB6iUZN3iHMumnST6R38X;GIMS, Dadju, Slimane;BELLE;63;2021-04-05;day;0.0466;0.0
6Zv6UvqS7xURsDAj8icrSJ;Amel Bent, Camélia Jordana, Vitaa;Marine;58;2021-04-02;day;0.135;0.0
0z8biyQAjhuKnNprwYD5O8;Eddy de Pretto;Freaks;59;2021-03-25;day;0.188;0.0
3RHwHsJ0QoJaLJlleL3bs6;Hoshi;Et même après je t'aimerai;46;2021-01-29;day;0.0662;0.0
3RjVVgcReUYVY63n0MxDxC;Antoine Delie, Chimène Badi;Si je le dis (feat. Chimène Badi);38;2021-04-15;day;0.0749;0.0
2J0GnSo7yEjmtM6abbUBLg;Les Frangines;Devenir quelqu'un;36;2021-02-12;day;0.0563;1.26e-05
6rTu97sVxgEWgWJnCbGz0U;Elephanz;C'est pas sérieux;43;2021-03-19;day;0.0414;0.00416
6Y7ASgqMynK2IYYYVWnnGo;Clara Luciani;Le reste;61;2021-04-09;day;0.0564;0.0
3Mxx5gTDRjUF5u7q5NRChG;Soprano;Près des étoiles;63;2021-03-24;day;0.0366;0.0
4vl2TfGmfZlBClFqeXFdO4;Camille Lellouche;N'insiste pas;60;2021-03-07;day;0.0736;0.0
6DiJXqe4Rp6yrTQSdxnRDw;Terence James;Je t'emmènerai danser;40;2020-12-11;day;0.106;0.0
2jPorRb7UAURi2FxTJ9iIL;Videoclub;SMS;52;2021-01-29;day;0.0398;0.0144
21D7RTolpebJSRy86ojeLs;Leonie;Aujourd'hui;37;2021-04-16;day;0.043;0.0
09RYfMJastyYkXHdcjJB5L;Keen' V;Bébé sois mienne;40;2021-04-23;day;0.1;0.0
0NKFMYoLTTaKtKPchEKy48;Doria D;Dépendance;39;2021-01-29;day;0.0694;0.0
6u8nbi96VyZnjzskyaQ8IJ;47ter;La seule;54;2021-04-16;day;0.0533;0.0
1SleV1sFp1tBofNKDJHI95;Therapie TAXI;Friendzone;57;2021-01-08;day;0.258;0.0
36GD0BoT3SQJQk6wCemFyx;Seemone;Tous les deux - Rework;42;2021-02-26;day;0.0772;9.69e-05
1TUmDf8stQiVhFziJo2UQh;Flo Delavega;Nous Deux;43;2021-02-19;day;0.0531;0.000448
7MaKuS9KzMCqjtmDsJMF7z;KRN;Les anges;45;2021-03-11;day;0.0486;0.0
0CvteS2Z9L171oU8WxTcdQ;Boulevard des Airs, Gauvain Sers;Mamie (feat. Gauvain Sers);44;2021-03-05;day;0.0431;0.0
1UJVEbPWEViJKxWwlvdS2B;Adeline Lovo;Abandonne;40;2020-08-28;day;0.0482;0.0
3MvY2XbGYFi6p2dgmdcOYG;Gjon's Tears;Tout l'univers;62;2021-03-10;day;0.033;2.52e-06
4mnRFC5XiJQghuOGhjSSCk;Madame Monsieur;Cœurs abîmés;32;2021-03-05;day;0.038;0.00118
4n16iRv5C13tdbKkfMoZ5R;Jérémy Frerot;Fais-le;45;2021-02-19;day;0.0657;0.0994
6MHJezVkrOc2Bz5VqzSVON;Sophie Tapie, Jok'air;L'amour en solde;40;2021-03-26;day;0.0364;3.19e-05
3R7XteQcDpbumtyRcxuJY4;Léa Castel, Gringe;Pas tout compris;54;2021-02-26;day;0.177;0.0
0eqcxp1QpXX35F9NRzXnrR;Terrenoire;Margot dansait sur moi;42;2020-08-28;day;0.0441;0.000272
2BUfTH2Prp63m0V6QA9ouS;Les Frangines;Notre-Dame;45;2021-04-15;day;0.043;0.0
6frPNZ8woC8jH3rgjRRSUL;CASANOVA;Danse avec moi;37;2021-03-19;day;0.066;0.0
5VDhYjFTT1wi7XBJADKcLs;Rouquine;Mortel;41;2021-03-26;day;0.141;0.000112
2e1gmPep9rMVn5spJX8h0N;Pomme, Oklou;les cours d’eau - Remix;54;2021-01-22;day;0.0463;0.619
7sBfTDnTiLvrh5iQOj00fW;Antoine Delie;J'veux t'oublier;38;2021-04-02;day;0.0385;0.0
6vvZNNapeBMnoURf1ndkx7;Camille Esteban;Demain c'est loin;38;2021-03-12;day;0.0571;0.0
1QvWF3n3u2GELCQ1SsR0Pt;Keen' V;Je garde le sourire;54;2021-03-05;day;0.0382;0.0
50aljO2CksDfeZhimdGlYJ;Lola Dubini;Oublie-moi;21;2021-04-09;day;0.0753;0.0
4Q2x7hj5YI8dHFWzUQxXSb;Pas Sages;cyclone;38;2021-04-09;day;0.0624;2.4e-06
226Te49l0AdckpszJd5RZg;Lou;Ne me suis pas;31;2021-03-05;day;0.0344;0.0
4y40G5ixYx3VMjZwOvzJFN;Boostee;Fantasme;43;2021-03-26;day;0.104;8.87e-05
4SMiggqkhbbuLazgkZ067i;Stéphane;Douleur je fuis;39;2021-03-12;day;0.0918;0.0
758BLo5nrttAkUC9oPHd9g;Noroy;Seuls à vivre;34;2021-04-09;day;0.0338;0.000131
4zyPmHj9u2oKXdHGV4tDjU;Camélia Jordana;Le monde en main;45;2021-01-29;day;0.0598;3.66e-05
1HEIouHKbvYqwmuEYBLlaf;Axel Tony;J'y crois encore;25;2021-02-19;day;0.0631;0.0
2e52QCd5spcyHvFUMqWPTb;Camille Schneyder;Entre deux;42;2021-02-05;day;0.0729;0.0
2oUEeLeaNO6XJoNIeAl74g;Jérémy Chapron;2h17;35;2021-04-02;day;0.0568;0.0
5MoNvbEaKI8abHUH4g6xRN;Emmy Liyana;Avec tes lèvres;37;2021-03-26;day;0.0366;4.51e-06
4KHeC22htJctyytbfTn7qZ;Tim Dup;Juste pour te plaire;51;2021-04-01;day;0.0659;0.000524
50ZI6h9oWr0zvP9j0CFpc6;Saam;Papa pas là;33;2021-04-09;day;0.0593;1.61e-06
4KFMzPOrXpVJJtMlrzvbUJ;Slamus;Revoir La Mer;35;2021-04-07;day;0.118;0.0
6J4H5tew2T228F3PYm6IAP;Lisa Pariente;1 2 3;38;2021-03-17;day;0.0567;2.6600000000000003e-05
4YETBQ4J9POmNWEqgkSufa;Georgio;Vers le haut;46;2021-04-22;day;0.42;0.0
32arZ09m8FH1vTNJn2xdmH;Damso, Lous and The Yakuza;COEUR EN MIETTES;62;2020-09-17;day;0.0464;0.00586
4anIBmLsJh7ymtaDardUgP;Léa Castel, Jul;Lovely;55;2021-04-16;day;0.456;0.0
0qFtiaYDCd988LdWYQGqYv;Alice et Moi;Maman m'a dit;36;2021-04-23;day;0.148;0.0124
1QMABmGACJQZOGNM6gkefB;Moji x Sboy;Pas comme elles;57;2020-11-13;day;0.0332;0.0087
2SB9VZ3BXZJrzo3m5dVPWo;Kaky;Voyage de nuit;44;2021-02-12;day;0.0875;0.0
0Aw90BRceCkwtmhkBxBrf0;47ter;J'essaie;50;2021-04-15;day;0.0726;0.0
70G8q455d5YgkqHrLIXoVJ;Tsew The Kid;¹² Plus rien;54;2021-03-26;day;0.0417;0.000404
4fIzjExPrTtAefDEAAhE3g;Olympe Chabert;Meuf;41;2021-04-02;day;0.295;0.0
2woSibe0mHGkhV6ZDrl3fk;Eli Rose, Kemmler;Loin de toi;44;2021-03-18;day;0.207;1.7e-06
0nQ8wpVo1jvETJ1k5nKeWo;Zed Yun Pavarotti;Merveille;49;2020-10-09;day;0.0321;0.0
71vAIOHzNfL3Dg6Pf2B6uU;SKIA;ALLO MAMAN;37;2020-09-10;day;0.236;0.0
7A6pN0PxjaG1A0HoMdzRB9;Georgio;Les anges dans des robes rouges;53;2020-11-12;day;0.271;0.0
37HMzviAcxVoxt20klWyrD;Gringe;On aboie en silence;46;2020-09-09;day;0.0574;8.74e-06
1GgFPUyBG78Juv5v672y8E;James Baker;Les mots;20;2021-03-05;day;0.0388;2.14e-06
4oU9USbUzCBg3FLWeiCsBN;Lujipeka;Août 2008;48;2020-05-22;day;0.1119999999999999;0.00135
7srbVyPomVNvEOy2PcM3N4;Kaky;La tête pleine;44;2020-07-09;day;0.218;2.14e-05
1RCBTBrZMvbtlqZeZH1nzT;47ter;Vivre;67;2020-10-29;day;0.0535;0.0
3W5Jb5IV7r4eMlfB3B5kCC;ALFRED;Room Service;25;2021-04-23;day;0.0563;0.0
2jZtXGm6Z0wX4BKnpziuub;Tsew The Kid;Ailleurs;45;2021-02-19;day;0.0508;0.0
0Th0DRqw2cGyS3TFaTymqU;Esken;Moineau;31;2021-01-29;day;0.0657;2.3800000000000003e-05
032NCgBkdsYaG9nLmTJ1Uv;Jewel Usain;Paw patrol;34;2021-04-23;day;0.176;3.53e-05
1SgF9pXB6y1ZGAhVrZci7N;Kaky;Calme;39;2021-03-12;day;0.163;9.94e-06
2hXucv1lgXO1XSYnzBDpVd;47ter;Avec toi;60;2021-03-04;day;0.0367;0.0
4ro2CiuWAIqCdEp2QgMgRh;Bless;La belle vie;35;2020-08-20;day;0.0571;0.0
3yAZfIfDdp3gpbXzdt8A1L;Liv del Estal;La première fois;33;2021-04-09;day;0.0394;0.00114
0QuuKwSGf1MWO1zCpKbUO9;Nuit Incolore;Plume filante;38;2021-03-13;day;0.099;0.0
2VVgPpZi4pD4KXr04qVvIX;47ter;Sommeil Noir;59;2020-12-04;day;0.152;0.0
4t3uIqgpvZLXDfNmwtzvu8;James Baker, Moka Boka;Dans la pièce;26;2020-09-25;day;0.152;0.0001699999999999
0DlMK5Ec2w0zNaiQnIcmSz;KALIKA;Mon amour, mon ami;33;2021-03-10;day;0.0402;0.0245
7EOJwdoLbbLWbuyPY2r744;Timothée Joly;Laisse Briller (Les Etoiles);24;2021-04-23;day;0.0364;0.0
0fbYhJYu03dQpLfwfYvBda;Moji x Sboy;Medecine;50;2021-04-16;day;0.0524;6.05e-05
5HE6AuPyA5nzx1LcqaX2lk;Projet 1411, Lapostroz, Yung Dee;Monaco;41;2021-02-26;day;0.0471;3.12e-05
0hwYzXEH7fCDSxZ1TQah9M;James Baker;Tous les jours;29;2020-11-13;day;0.221;3.18e-05
5xTxmT4JwfPUQQfThHVwYQ;Booba, Elia;Grain de sable;38;2021-03-04;day;0.0467;0.0
02i6Wu8h58YGilNdZERQCY;Achile;Vie normale;50;2020-08-27;day;0.0332;0.0
0fe78mkCcJ7ghh5RYrEqQZ;Helix Jr;mr. nice guy;31;2021-02-23;day;0.0482;0.0
5LUZIw4ZrJ9OCccsnOeLrR;Efflam;2083;27;2021-04-02;day;0.0508;0.000281
0q28vSm8gKQwhSDz7RLZAB;Gaël Faye;Kerozen;49;2020-11-06;day;0.0368;2.24e-05
1JAIVzIKVWvNXyvIs4v4ZX;Zed Yun Pavarotti;De larmes;46;2020-10-09;day;0.0326;7.15e-05
3E855wwyJGf60j2Ew2JKMU;Georgio;Danse;49;2021-03-25;day;0.267;1.74e-06
2bwwV0oxZnGkxhZ2Uo3gxE;Ambre;Tentée;36;2021-01-14;day;0.0523;0.0
2SIzRyQ7IunPMwOmUTCuqo;Marie Plassard;Toute seule;37;2021-01-22;day;0.102;0.0
3fucSLmnfgFgb0wQ5VhtAR;Vay;Vague;31;2021-02-24;day;0.165;0.00173
1zcBB9AcFwpzY9F2NYDZdx;Toma;Aller mieux;31;2020-11-27;day;0.0721;1.44e-05
2tWhIaq0wgu7LXhFvBziPI;Renard Tortue;Dans la merde;30;2021-03-12;day;0.356;0.0
0rZiJ3NOX6KrpSP1LGXSua;Poupie, Jul;Feux (feat. Jul);59;2020-10-21;day;0.371;0.0
4zY7Pf4NVLLtshDlL7HvHN;Marty de Lutece;Mal au coeur;29;2021-04-02;day;0.0658;3.19e-06
0VnINU8f6S96Tozn1ZvoWX;Projet 1411, Lapostroz, Yung Dee;Distances;32;2020-12-11;day;0.0609;0.0014
4OlTVWPAlm2yGUCYHFW7gS;George Ka;Par avance;32;2021-03-26;day;0.0978;0.0
7MRyJPksH3G2cXHN8UKYzP;Tom Petty and the Heartbreakers;American Girl;75;1976-11-09;day;0.0334;0.000127
2EqlS6tkEnglzr7tkKAAYD;The Beatles;Come Together - Remastered 2009;78;1969-09-26;day;0.0393;0.248
08mG3Y1vljYA6bvDt4Wqkj;AC/DC;Back In Black;84;1980-07-25;day;0.047;0.00965
1RJeiAIwR9pZBgJA8ndZLL;The Rolling Stones;Paint It, Black - Mono;69;1966-01-01;day;0.1009999999999999;0.0771
66lOpKgTyFjOrac4S1s94g;David Bowie;Rebel Rebel - 1999 Remaster;0;1974-04-24;day;0.0435;8.65e-06
39shmbIHICJ2Wxnk1fPSdz;The Clash;Should I Stay or Should I Go - Remastered;79;1982;year;0.1159999999999999;0.0
2KmEgiY8fQs0G6WNxtzQKr;The Who;Baba O'Riley;19;1971-08-14;day;0.0352;0.185
24NwBd5vZ2CK8VOQVnqdxr;Aerosmith;Sweet Emotion;75;1975-04-08;day;0.0378;0.0294
57JVGBtBLCfHw2muk5416J;Queen;Another One Bites The Dust - Remastered 2011;75;1980-06-27;day;0.162;0.3289999999999999
5uvosCdMlFdTXhoazkTI5R;The Doors;Light My Fire;73;1967-01-04;day;0.0324;2.1600000000000003e-05
3YBZIN3rekqsKxbJc9FZko;Guns N' Roses;Paradise City;78;1987-07-21;day;0.0843;0.0111
61Q9oJNd9hJQFhSDh6Qlap;The Animals;House Of The Rising Sun;63;1966-02;month;0.031;0.108
2K2M0TcglCRLLpFOzKeFZA;Cream;Sunshine Of Your Love;71;2004-09-28;day;0.0347;8.609999999999999e-05
4BP3uh0hFLFRb5cjsgLqDh;Creedence Clearwater Revival;Fortunate Son;81;1969-11-02;day;0.0374;0.00806
4gMgiXfqyzZLMhsksGmbQV;Pink Floyd;Another Brick in the Wall, Pt. 2;76;1979-11-30;day;0.0428;0.000677
2X6gdRlGOQgfaXU9ALUQFQ;Fleetwood Mac;The Chain;0;1977-02-04;day;0.0436;0.000567
1IqFh00G2kvvMm8pRMpehA;Janis Joplin;Me and Bobby McGee;72;1971-01-11;day;0.0442;5.84e-05
371VkfwKiXJxgH5ZPoQNHD;Steve Miller Band;The Joker;19;1973-01-01;day;0.0396;5.3e-06
63OFKbMaZSDZ4wtesuuq6f;Steppenwolf;Born To Be Wild;73;1968;year;0.0919;0.537
1qRA5BS78u3gME0loMl9AA;Buffalo Springfield;For What It's Worth;75;1966-12-05;day;0.0497;0.0209
32kgOw8wejH7zUhtXCM8DH;Boston;More Than a Feeling;0;1976;year;0.0299;0.00217
6cr6UDpkjEaMQ80OjWqEBQ;Dire Straits;Sultans of Swing;67;1978-10-07;day;0.0288;0.0661
4uGIJG1jYFonGc4LGp5uQL;Jefferson Airplane;Somebody to Love;73;1967;year;0.031;0.0
6KTv0Z8BmVqM7DPxbGzpVC;KISS;Rock And Roll All Nite;75;1975-03-19;day;0.0998;0.0
3QZ7uX97s82HFYSmQUAN1D;Rush;Tom Sawyer;72;1981-02-12;day;0.0374;0.0186
2aSFLiDPreOVP6KHiWk4lF;Queen, David Bowie;Under Pressure - Remastered 2011;60;1991-10-28;day;0.0479;0.0
2sXp9Qmvc7mRaDBjBgcGGi;The Police;Every Breath You Take - Remastered 2003;20;1983-06-01;day;0.0346;0.0105
5QTxFnGygVM4jFQiBovmRo;Blue Öyster Cult;(Don't Fear) The Reaper;76;1976;year;0.0733;0.000208
54eZmuggBFJbV7k248bTTt;America, George Martin;A Horse with No Name;77;1972;year;0.0535;0.0155
3gdewACMIVMEWVbyb8O9sY;Elton John;Rocket Man (I Think It's Going To Be A Long, Long Time);81;1972-05-19;day;0.0286;6.25e-06
1JkZg3eMQTmTn93E8Yd3UL;Cheap Trick;I Want You to Want Me;71;1977-09;month;0.0298;0.0134
6Vjk8MNXpQpi0F4BefdTyq;Led Zeppelin;Kashmir - Remaster;63;1975-02-24;day;0.0497;0.000414
5MxNLUsfh7uzROypsoO5qe;Aerosmith;Dream On;78;1973-01-05;day;0.0289999999999999;9.08e-05
5LNiqEqpDc8TuqPy79kDBu;Stevie Nicks;Edge of Seventeen - 2016 Remaster;63;2016-11-04;day;0.0454;5.98e-06
2HXixVqzzm9rEUIMAWzshl;Joan Jett & The Blackhearts;I Hate Myself for Loving You;69;1988-05-23;day;0.0539;1.2e-06
5X76oXHcR5uCXali0gOyX5;Cream;White Room;19;1968-07-01;day;0.0306;0.00935
5e6x5YRnMJIKvYpZxLqdpH;Creedence Clearwater Revival;Fortunate Son;19;2005-12-14;day;0.0393;0.29
3k9i7UzeSUYWIfUZFeFDUd;Derek & The Dominos;Layla - 40th Anniversary Version / 2010 Remastered;0;1970-11-01;day;0.0668;0.297
1fDsrQ23eTAVFElUMaf38X;Don McLean;American Pie;75;1971;year;0.06;0.0
1lqMLr9Wj7SM2F9AikGcxN;Bob Dylan;Hurricane;70;1976-01-16;day;0.079;0.0
1Ly0ssAgeM7YqdHptao8Oe;Black Sabbath;Paranoid;19;2014-03-28;day;0.0722;0.0023899999999999
5SAUIWdZ04OxYfJFDchC7S;Deep Purple;Smoke on the Water;64;1972-03-25;day;0.0284;0.581
6FsQrRpBLgsrFeAeiQqytm;T. Rex;Bang a Gong (Get It On) - 2003 Remaster;63;1971-09-24;day;0.0732;0.284
1HOMkjp0nHMaTnfAkslCQj;The Knack;My Sharona;73;1979-01-01;day;0.0363;0.00125
5qBqBdfTEIWJwAS0Jm2F5R;The Byrds;Turn! Turn! Turn! (To Everything There Is a Season);67;1965-12-06;day;0.0439;2.72e-05
7LbfuQVct78YoghmoPtsQ8;Grateful Dead;Casey Jones - 2013 Remaster;65;1970;year;0.0392;0.0
78lgmZwycJ3nzsdgmPPGNx;Led Zeppelin;Immigrant Song - Remaster;77;1970;year;0.0554;0.1689999999999999
2d4e45fmUnguxh6yqC7gNT;AC/DC;Dirty Deeds Done Dirt Cheap;73;1976-09-20;day;0.17;0.00245
0dOg1ySSI7NkpAe89Zo0b9;Bruce Springsteen;Born in the U.S.A.;75;1984-06-04;day;0.061;7.75e-05
1xShPgQbOUa98avWJQFDBY;Depeche Mode, Francois Kevorkian;Personal Jesus - Original Single Version;63;1989;year;0.0366;0.0234
4DMKwE2E2iYDKY01C335Uw;Kansas;Carry on Wayward Son;75;1976;year;0.032;8.88e-05
2LawezPeJhN4AWuSB0GtAU;Creedence Clearwater Revival;Have You Ever Seen The Rain;78;1970-12-07;day;0.0277;2.28e-05
5Ly2g3fnof2iFE8zsQZJX2;The Beatles;Back In The U.S.S.R. - 2018 Mix;0;2018-09-24;day;0.0342;5.85e-05
1oG2vWELiGjIqxwqGcyqwF;The Kinks;You Really Got Me;0;1964-10-02;day;0.102;6.07e-05
4cMHCRLPNoEbpnl2rz6GS9;Pretenders;Back on the Chain Gang - 2007 Remaster;66;1984;year;0.0359;0.0401
6XUHsYE38CEbYunT983O9G;Supertramp;Give A Little Bit;75;1977-01-01;day;0.0452;0.0096
14XWXWv5FoCbFzLksawpEe;The Doors;Riders on the Storm;73;1971-04-19;day;0.0283;0.0129
5tVA6TkbaAH9QMITTQRrNv;Tom Petty;Free Fallin';78;1989-01-01;day;0.0253;0.0
2b9lp5A6CqSzwOrBfAFhof;Ozzy Osbourne;Crazy Train;33;1980-09-20;day;0.115;0.000569
2PzU4IB8Dr6mxV3lHuaG34;The Rolling Stones;(I Can't Get No) Satisfaction - Mono Version;77;1965-07-30;day;0.0338;0.0317
4KfSdst7rW39C0sfhArdrz;Heart;Barracuda;74;1977-05-14;day;0.0369;0.105
6zeE5tKyr8Nu882DQhhSQI;Kansas;Dust in the Wind;77;1977;year;0.0283;0.00056
2vX5WL7s6UdeQyweZEx7PP;Aerosmith;Walk This Way;1;1980-11-11;day;0.0471;9.45e-06
3KPwt1LBpt1jVSHz8GXERo;Bad Company;Feel like Makin' Love - 2015 Remaster;68;1975;year;0.0301;0.0026899999999999
2f0P7iELCvAlV8j6Z3rGDE;Ted Nugent;Stranglehold;68;1975;year;0.0331;0.173
7LRMbd3LEoV5wZJvXT1Lwb;AC/DC;T.N.T.;78;1976-05-14;day;0.302;0.000108
0J6mQxEZnlRt9ymzFntA6z;Bon Jovi;Livin' On A Prayer;1;1986-01-01;day;0.0345;9.93e-05
5UwbnHhjnbinJH8TefuQfN;The Hollies;Long Cool Woman (In a Black Dress) - 1999 Remaster;64;1971-10-08;day;0.062;0.00221
6gXrEUzibufX9xYPk3HD5p;Eagles;Life in the Fast Lane - 2013 Remaster;73;1976-12-08;day;0.069;6.94e-05
1dv3ePjze9tPq2pk8eWJdR;The Rolling Stones;Gimme Shelter;0;1969-12-05;day;0.0309;0.0408
7IhkWF9zpiYKlU7CxHxYT9;Free;All Right Now;0;2008-01-01;day;0.0867;0.000704
4JNi40t7xR5bO3PWxRkiPN;Lynyrd Skynyrd;Free Bird;25;1973;year;0.0511;0.076
2SiXAy7TuUkycRVbbWDEpo;AC/DC;You Shook Me All Night Long;80;1980-07-25;day;0.0574;0.000513
3aoDEt6zSuYQ47gzarlaVo;Pink Floyd;Money - 2011 Remastered Version;0;1973-03-16;day;0.152;0.00201
0eFvoRSTTaR2q8bSWVjwfp;Guns N' Roses;Welcome To The Jungle;0;2004-03-23;day;0.1119999999999999;0.499
0F0MA0ns8oXwGw66B2BSXm;David Bowie;Let's Dance - 1999 Remaster;19;1983-04-14;day;0.0525;0.205
5y4761pjcksXs1hNsCmc4n;Cream;Sunshine Of Your Love;27;1967-11-02;day;0.0366;3.289999999999999e-05
54flyrjcdnQdco7300avMJ;Queen;We Will Rock You - Remastered;69;1977-10-28;day;0.119;0.0
1zGk1kgAxCpg6PHjGuLe4J;The Who;Pinball Wizard;0;1969-05-23;day;0.0356;0.0
0832Tptls5YicHPGgw7ssP;The Rolling Stones;Beast Of Burden - Remastered;19;1978-06-09;day;0.0316;0.000494
38Ngied9rBORlAbLYNCl4k;Talking Heads;Once in a Lifetime - 2005 Remaster;70;1980-10-08;day;0.0561;0.134
3sY6z4pGcxpMwx3W026WtU;Boston;Peace of Mind;0;1976;year;0.0343;9.65e-05
3IOQZRcEkplCXg6LofKqE9;Black Sabbath;Iron Man - 2012 - Remaster;66;1970-09-18;day;0.084;0.00175
7Ar4G7Ci11gpt6sfH9Cgz5;The Doobie Brothers;Listen to the Music;76;1972;year;0.0335;3.53e-06
5eYwDBLucWfWI5KsV7oYX2;Tom Petty and the Heartbreakers;Mary Jane's Last Dance;19;2000-01-01;day;0.14;1.19e-06
5BIMPccDwShpXq784RJlJp;Metallica;Enter Sandman;74;1991-08-12;day;0.03;0.00903
1lhpxZT57yw5toGJtt8fGE;Bob Seger;Old Time Rock & Roll;0;1978-05-05;day;0.0394;0.0
5EcvzboYmDIfXo9gPplsSB;The Rolling Stones;Brown Sugar;0;1971-04-23;day;0.0363;0.000295
4YMLW13PuuO7o3jkIWlKAs;Creedence Clearwater Revival;Down On The Corner;0;1969-11-02;day;0.0837;0.00389
0N0q5D8KmH13mmODXJsJqS;The Marshall Tucker Band;Can't You See;19;1973;year;0.0348;0.0069299999999999
0FeCO85RKW8fDRytwXof2x;Fleetwood Mac;Go Your Own Way;19;1977-02-04;day;0.0315;0.00106
0vSiz90JRxvYsbCTx84oVM;Lynyrd Skynyrd;Gimme Three Steps;19;1973;year;0.0578;0.00115
4Zau4QvgyxWiWQ5KQrwL43;Golden Earring;Radar Love;63;2008-10-22;day;0.0431;0.00149
7iLGljK0LNpGamQQEOuCRC;The Who;Won't Get Fooled Again - Original Album Version;19;1971-08-14;day;0.0566;0.27
7cy1bEJV6FCtDaYpsk8aG6;The Doobie Brothers;China Grove;67;1973;year;0.0384;0.000448
4ItljeeAXtHsnsnnQojaO2;Led Zeppelin;D'yer Mak'er - Remaster;63;1973-03-28;day;0.0784;2.9e-05
3CPeWqqaHR0hmyfsWhMJQs;Fleetwood Mac;Don't Stop - 2004 Remaster;67;1977-02-04;day;0.035;9.38e-06
4pbG9SUmWIvsROVLF0zF9s;The Beatles;I Want To Hold Your Hand - Remastered 2015;72;2000-11-13;day;0.0476;0.0
0wJoRiX5K5BxlqZTolB2LD;Jimi Hendrix;Purple Haze;72;1967-05-12;day;0.0754;0.578
41aOyMZXFwvwRpugIlNCGF;Allman Brothers Band;Ramblin' Man;19;1973-09;month;0.0357;0.00128
1gzIbdFnGJ226LTl0Cn2SX;Billy Idol;White Wedding - Pt. 1;70;1982-01-01;day;0.0367;0.00293
3YRCqOhFifThpSRFJ1VWFM;Guns N' Roses;November Rain;79;1991-09-17;day;0.0291;0.22
4vO9dmzNRqDhFY3jD1a3P7;Mountain;Mississippi Queen;69;1970;year;0.0777;0.0
2wvMC5EyaaYQwBfiwwY2xE;Joe Walsh;Life's Been Good;69;1978-06-01;day;0.0711;0.00915
6Qg7cgN1oZ5mG5nZe9UG0X;The Who;Behind Blue Eyes - Original Album Version;0;2009-12-21;day;0.0318;0.00122
3x2bXiU0o4WbsPkawXlfDA;The Who;Who Are You;0;1978-08-18;day;0.0511;0.00313
3UDmHZcBTQp8Iu8droNtUl;The Beatles;Revolution - Remastered 2009;66;1973-04-02;day;0.208;0.00021
0QwZfbw26QeUoIy82Z2jYp;Led Zeppelin;Good Times Bad Times - 1993 Remaster;69;1969-01-12;day;0.0949;7.609999999999999e-05
3gLlcZQMvpwgtV9THHXrGp;Van Halen;Runnin' With The Devil;0;1978-02-07;day;0.0656;0.0001909999999999
6qnhXRedMi71TBYRc9jm4o;Steppenwolf;Magic Carpet Ride;0;1991-01-01;day;0.0549;0.075
3MFFDRC4wTN9JNGtzXsZlN;The Doors;Love Her Madly;66;1971-04-19;day;0.0317;0.0049299999999999
3qT4bUD1MaWpGrTwcvguhb;Led Zeppelin;Black Dog - Remaster;72;1971-11-08;day;0.0904;0.0314
4gvea7UlDkAvsJBPZAd4oB;Don Henley;The Boys Of Summer;77;1984-01-01;day;0.0373;0.00572
