artist_id;name;popularity;genres
1SQRv42e4PjEYfPhS0Tk9E;The Kinks;72;['album rock', 'art rock', 'british invasion', 'classic rock', 'folk rock', 'glam rock', 'mellow gold', 'protopunk', 'psychedelic rock', 'rock', 'roots rock']
0GByy3DcfbQwDvXGCWmzv9;Pretenders;68;['album rock', 'art rock', 'classic rock', 'folk', 'folk rock', 'lilith', 'mellow gold', 'new romantic', 'new wave', 'new wave pop', 'permanent wave', 'pop rock', 'rock', 'soft rock']
2UZMlIwnkgAEDBsw1Rejkn;Tom Petty;74;['album rock', 'classic rock', 'country rock', 'folk rock', 'heartland rock', 'mellow gold', 'pop rock', 'rock', 'roots rock', 'singer-songwriter', 'soft rock']
34jw2BbxjoYalTp8cJFCPv;Heart;71;['album rock', 'classic rock', 'hard rock', 'heartland rock', 'mellow gold', 'new wave pop', 'pop rock', 'rock', 'soft rock']
5AEG63ajney2BoDXi0Vb84;Bad Company;65;['album rock', 'blues rock', 'classic rock', 'country rock', 'hard rock', 'mellow gold', 'rock', 'soft rock']
21ysNsPzHdqYN2fQ75ZswG;Ted Nugent;61;['acid rock', 'album rock', 'blues rock', 'classic rock', 'country rock', 'glam metal', 'hard rock', 'metal', 'rock', 'southern rock']
6waa8mKu91GjzD4NlONlNJ;The Hollies;67;['adult standards', 'album rock', 'art rock', 'brill building pop', 'british invasion', 'bubblegum pop', 'classic rock', 'classic uk pop', 'country rock', 'folk', 'folk rock', 'mellow gold', 'merseybeat', 'psychedelic rock', 'rock', 'rock-and-roll', 'soft rock']
2e53aHBQdCMKWqHDuyJsjC;Free;61;['album rock', 'art rock', 'blues rock', 'british blues', 'classic rock', 'classic uk pop', 'country rock', 'electric blues', 'folk rock', 'hard rock', 'psychedelic rock', 'rock', 'roots rock', 'symphonic rock']
485uL27bPomh29R4JmQehQ;Bob Seger;72;['album rock', 'blues rock', 'classic rock', 'country rock', 'detroit rock', 'folk rock', 'hard rock', 'heartland rock', 'mellow gold', 'rock', 'soft rock']
59QxeZBL6k9L4oJBGSyukd;The Marshall Tucker Band;62;['album rock', 'blues rock', 'classic rock', 'country rock', 'folk rock', 'mellow gold', 'rock', 'roots rock', 'soft rock', 'southern rock']
1iTlOqIrZy8DlvCPJY2sjS;Golden Earring;61;['album rock', 'classic rock', 'dutch pop', 'dutch prog', 'dutch rock', 'nederpop']
4wQ3PyMz3WwJGI5uEqHUVR;Allman Brothers Band;69;['album rock', 'blues rock', 'classic rock', 'country rock', 'double drumming', 'electric blues', 'folk rock', 'hard rock', 'jam band', 'mellow gold', 'psychedelic rock', 'rock', 'roots rock', 'soft rock', 'southern rock']
7lzordPuZEXxwt9aoVZYmG;Billy Idol;73;['album rock', 'classic rock', 'dance rock', 'hard rock', 'mellow gold', 'new romantic', 'new wave', 'new wave pop', 'rock', 'soft rock']
7LCp4MN0SOIVWlssid9KyE;Mountain;58;['album rock', 'blues rock', 'classic rock', 'country rock', 'hard rock', 'psychedelic rock', 'rock']
5bDxAyJiTYBat1YnFJhvEK;Joe Walsh;62;['album rock', 'blues rock', 'classic rock', 'country rock', 'folk rock', 'hard rock', 'heartland rock', 'mellow gold', 'rock', 'roots rock', 'soft rock', 'southern rock', 'symphonic rock']
5dbuFbrHa1SJlQhQX9OUJ2;Don Henley;69;['album rock', 'art rock', 'classic rock', 'country rock', 'folk', 'folk rock', 'heartland rock', 'mellow gold', 'pop rock', 'rock', 'roots rock', 'singer-songwriter', 'soft rock', 'yacht rock']
7AvEVZeIPTqRE7y4QFk09A;TRUST;44;['french rock']
33EUXrFKGjpUSGacqEHhU4;Iggy Pop;68;['alternative rock', 'art rock', 'classic rock', 'glam rock', 'new wave', 'permanent wave', 'post-punk', 'protopunk', 'punk', 'rock']
293zczrfYafIItmnmM3coR;Chuck Berry;69;['adult standards', 'blues rock', 'classic rock', 'rock', 'rock-and-roll', 'rockabilly', 'soul']
72KyoXzp0NOQij6OcmZUxk;Midnight Oil;63;['australian rock', 'rock']
4tpUmLEVLCGFr93o8hFFIB;Blondie;73;['candy pop', 'new wave', 'new wave pop', 'permanent wave', 'power pop', 'rock']
4gIdjgLlvgEOz7MexDZzpM;Status Quo;65;['album rock', 'blues rock', 'british blues', 'classic rock', 'classic uk pop', 'glam rock', 'hard rock', 'rock']
7FIoB5PHdrMZVC3q2HE5MS;George Harrison;72;['album rock', 'beatlesque', 'classic rock', 'folk rock', 'mellow gold', 'psychedelic rock', 'rock', 'roots rock', 'soft rock']
0RUEHcBiENFEqxgicqS2ig;The Stranglers;62;['art rock', 'glam rock', 'new romantic', 'new wave', 'new wave pop', 'post-punk', 'protopunk', 'pub rock', 'punk', 'rock', 'ska', 'synthpop', 'zolo']
2VIoWte1HPDbZ2WqHd2La7;The Turtles;63;['brill building pop', 'bubblegum pop', 'classic rock', 'folk rock', 'psychedelic rock']
6PAt558ZEZl0DmdXlnjMgD;Eric Clapton;77;['album rock', 'blues rock', 'classic rock', 'electric blues', 'mellow gold', 'rock', 'soft rock']
6hN9F0iuULZYWXppob22Aj;Simple Minds;71;['art rock', 'dance rock', 'mellow gold', 'new romantic', 'new wave', 'new wave pop', 'rock', 'scottish new wave', 'soft rock', 'synthpop']
3EhbVgyfGd7HkpsagwL9GS;Alice Cooper;69;['album rock', 'blues rock', 'classic rock', 'detroit rock', 'glam metal', 'glam rock', 'hard rock', 'metal', 'protopunk', 'rock']
0JDkhL4rjiPNEp92jAgJnS;Roy Orbison;70;['adult standards', 'brill building pop', 'folk rock', 'mellow gold', 'rock-and-roll', 'rockabilly']
1co4F2pPNH8JjTutZkmgSm;Ramones;71;['classic rock', 'early us punk', 'permanent wave', 'punk', 'rock', 'skate punk']
7bPU7cvfoD20ixGD9Qnqki;Stealers Wheel;64;['classic rock', 'classic uk pop', 'folk rock', 'soft rock']
2y8Jo9CKhJvtfeKOsYzRdT;Rod Stewart;77;['adult standards', 'classic rock', 'mellow gold', 'soft rock']
3sFhA6G1N0gG1pszb6kk1m;Wings;69;['album rock', 'art rock', 'beatlesque', 'classic rock', 'folk rock', 'mellow gold', 'rock', 'soft rock']
5lkiCO9UQ8B23dZ1o0UV4m;Jackson Browne;68;['album rock', 'classic rock', 'country rock', 'folk', 'folk rock', 'heartland rock', 'mellow gold', 'piano rock', 'rock', 'roots rock', 'singer-songwriter', 'soft rock']
7jefIIksOi1EazgRTfW2Pk;Electric Light Orchestra;76;['album rock', 'art rock', 'beatlesque', 'bow pop', 'classic rock', 'folk rock', 'glam rock', 'mellow gold', 'rock', 'soft rock', 'symphonic rock']
5q4AzEtCoYJyXjMMoEkSU5;Bachman-Turner Overdrive;63;['album rock', 'art rock', 'blues rock', 'classic canadian rock', 'classic rock', 'country rock', 'folk rock', 'hard rock', 'mellow gold', 'rock', 'soft rock']
6P7H3ai06vU1sGvdpBwDmE;Steely Dan;72;['album rock', 'art rock', 'classic rock', 'country rock', 'folk', 'folk rock', 'mellow gold', 'psychedelic rock', 'rock', 'roots rock', 'soft rock', 'yacht rock']
2utNxkLhreF1oIfO8kQT3q;Manfred Mann's Earth Band;59;['album rock', 'art rock', 'british blues', 'classic rock', 'hard rock', 'progressive rock', 'symphonic rock']
6zFYqv1mOsgBRQbae3JJ9e;Billy Joel;80;['classic rock', 'folk rock', 'mellow gold', 'piano rock', 'rock', 'singer-songwriter', 'soft rock']
0cQuYRSzlItquYxsQKDvVc;The Guess Who;60;['album rock', 'blues rock', 'classic canadian rock', 'classic rock', 'country rock', 'folk rock', 'hard rock', 'heartland rock', 'mellow gold', 'rock', 'roots rock', 'soft rock']
6DCIj8jNaNpBz8e5oKFPtp;The Cars;70;['album rock', 'art rock', 'classic rock', 'folk rock', 'hard rock', 'mellow gold', 'new romantic', 'new wave', 'new wave pop', 'permanent wave', 'pop rock', 'power pop', 'rock', 'soft rock']
7dnB1wSxbYa8CejeVg98hz;Meat Loaf;67;['album rock', 'classic rock', 'mellow gold', 'rock', 'soft rock']
0vn7UBvSQECKJm2817Yf1P;James Taylor;72;['adult standards', 'classic rock', 'folk', 'folk rock', 'mellow gold', 'rock', 'singer-songwriter', 'soft rock']
6FITmSxIMsk6TfulFiCIIz;Ram Jam;61;['album rock', 'classic rock', 'southern rock']
6ysQi6NI88X627t2srsWz6;Mott The Hoople;53;['album rock', 'art rock', 'blues rock', 'british blues', 'classic rock', 'classic uk pop', 'folk rock', 'glam rock', 'hard rock', 'power pop', 'protopunk', 'pub rock']
6GI52t8N5F02MxU0g5U69P;Santana;74;['blues rock', 'classic rock', 'mexican classic rock', 'rock']
1CYsQCypByMVgnv17qsSbQ;Crosby, Stills, Nash & Young;66;['album rock', 'art rock', 'blues rock', 'classic rock', 'country rock', 'folk', 'folk rock', 'mellow gold', 'psychedelic rock', 'rock', 'roots rock', 'soft rock', 'supergroup']
4FAEZeJcsYYBkNq2D3KGTV;Three Dog Night;63;['album rock', 'art rock', 'blues rock', 'brill building pop', 'bubblegum pop', 'classic rock', 'country rock', 'folk', 'folk rock', 'hard rock', 'heartland rock', 'mellow gold', 'rock', 'roots rock', 'soft rock']
6H1RjVyNruCmrBEWRbD0VZ;Def Leppard;73;['album rock', 'hard rock', 'nwobhm', 'rock']
1eClJfHLoDI4rZe5HxzBFv;INXS;72;['australian rock', 'classic rock', 'dance rock', 'funk rock', 'mellow gold', 'new romantic', 'new wave', 'new wave pop', 'pop rock', 'rock', 'soft rock']
3CQIn7N5CuRDP8wEI7FiDA;Run–D.M.C.;67;['east coast hip hop', 'hardcore hip hop', 'hip hop', 'old school hip hop', 'queens hip hop', 'rap']
0uAjBatvB4ubpd4kCfjmNt;A Flock Of Seagulls;62;['new romantic', 'new wave', 'new wave pop', 'synthpop']
2jzc5TC5TVFLXQlBNiIUzE;a-ha;75;['europop', 'new romantic', 'new wave', 'new wave pop', 'permanent wave', 'soft rock', 'synthpop']
3yY2gUcIsjMr8hjo51PoJ8;The Smiths;76;['madchester', 'new wave', 'permanent wave', 'rock', 'uk post-punk']
4KWTAlx2RvbpseOGMEmROg;R.E.M.;77;['alternative rock', 'athens indie', 'classic rock', 'permanent wave', 'pop rock', 'rock']
02NfyD6AlLA12crYzw5YcR;Jane's Addiction;61;['alternative metal', 'alternative rock', 'art rock', 'blues rock', 'funk metal', 'funk rock', 'grunge', 'hard rock', 'nu metal', 'permanent wave', 'rap rock', 'rock']
0lZoBs4Pzo7R89JM9lxwoT;Duran Duran;72;['dance rock', 'new romantic', 'new wave', 'new wave pop', 'rock', 'synthpop']
34PLzyi7CdXUekiLHYyqXq;Men Without Hats;59;['classic canadian rock', 'new romantic', 'new wave', 'new wave pop', 'synthpop']
2ycnb8Er79LoH2AsR5ldjh;Pet Shop Boys;71;['art pop', 'dance rock', 'europop', 'new romantic', 'new wave', 'new wave pop', 'permanent wave', 'synthpop']
26bcq2nyj5GB7uRr558iQg;Survivor;72;['album rock', 'hard rock', 'rock', 'soft rock']
5WWSL6rElJeUk3Uc1S2RyD;Dead Or Alive;62;['hi-nrg', 'new romantic', 'new wave', 'new wave pop', 'synthpop']
4bthk9UfsYUYdcFyqxmSUU;Tears For Fears;75;['new romantic', 'new wave', 'new wave pop', 'permanent wave', 'rock', 'soft rock', 'sophisti-pop', 'synthpop']
6aq8T2RcspxVOGgMrTzjWc;Soft Cell;66;['new romantic', 'new wave', 'new wave pop', 'synthpop']
6IFXsrXBpwbIqtOUOiAa3p;Rick Springfield;65;['album rock', 'australian rock', 'classic rock', 'mellow gold', 'new wave pop', 'rock', 'soft rock', 'yacht rock']
4QTVePrFu1xuGM9K0kNXkk;Dexys Midnight Runners;66;['bow pop', 'new romantic', 'new wave', 'new wave pop']
03r4iKL2g2442PT9n2UKsx;Beastie Boys;73;['alternative rock', 'east coast hip hop', 'hip hop', 'old school hip hop', 'rap', 'rap rock']
432R46LaYsJZV2Gmc4jUV5;Joy Division;69;['alternative rock', 'art rock', 'madchester', 'new wave', 'post-punk', 'rock', 'uk post-punk']
2CLVPk9FcywjClBcTvWPkT;Loverboy;60;['album rock', 'classic canadian rock', 'classic rock', 'glam metal', 'hard rock', 'heartland rock', 'mellow gold', 'new wave pop', 'rock', 'soft rock']
1mZu3rO7qSD09GdDpePHhY;Frankie Goes To Hollywood;63;['art rock', 'dance rock', 'hi-nrg', 'new romantic', 'new wave', 'new wave pop', 'synthpop']
0yNLKJebCb8Aueb54LYya3;New Order;71;['art rock', 'dance rock', 'madchester', 'new romantic', 'new wave', 'new wave pop', 'permanent wave', 'post-punk', 'rock', 'synthpop', 'uk post-punk']
530Sdm7eqqzWBdDmILMgnu;Robert Palmer;64;['album rock', 'art rock', 'blues rock', 'classic rock', 'classic uk pop', 'dance rock', 'heartland rock', 'mellow gold', 'new romantic', 'new wave', 'new wave pop', 'pop rock', 'rock', 'soft rock', 'yacht rock']
0tO3KaRy0ZACd8XJYT3IX2;Eric 'ET' Thorngren;56;[]
7HLvzuM9p11k9lUQfSM4Rq;Warrant;61;['album rock', 'glam metal', 'hard rock', 'rock']
49DW3KvkyjHO35mK1JnSyS;The Cult;63;['album rock', 'alternative rock', 'classic rock', 'glam metal', 'hard rock', 'metal', 'rock']
7Js6Lde8thlIHXggv2SCBz;Europe;69;['album rock', 'glam metal', 'hard rock', 'rock', 'swedish hard rock', 'swedish melodic rock']
0UKfenbZb15sqhfPC6zbt3;DEVO;60;['alternative rock', 'art punk', 'art rock', 'dance rock', 'new romantic', 'new wave', 'post-punk', 'punk', 'synth punk', 'synthpop', 'zolo']
5UqTO8smerMvxHYA5xsXb6;Sonic Youth;63;['alternative rock', 'art rock', 'dream pop', 'indie rock', 'noise pop', 'noise rock', 'post-punk', 'rock']
057gc1fxmJ2vkctjQJ7Tal;The Buggles;62;['early synthpop', 'new romantic', 'new wave', 'new wave pop', 'synthpop', 'zolo']
62sC6lUEWRjbFqXpMmOk4G;Fugazi;58;['alternative rock', 'dc hardcore', 'noise rock', 'post-hardcore', 'post-punk', 'punk']
6GbCJZrI318Ybm8mY36Of5;Faith No More;67;['alternative metal', 'alternative rock', 'funk metal', 'funk rock', 'hard rock', 'nu metal', 'rap metal', 'rap rock', 'rock']
7t0rwkOPGlDPEhaOcVtOt9;The Cranberries;76;['irish rock', 'pop rock']
2d0hyoQ5ynDBnkvAbJKORj;Rage Against The Machine;75;['alternative metal', 'alternative rock', 'conscious hip hop', 'funk metal', 'nu metal', 'political hip hop', 'rap metal', 'rap rock', 'rock']
5xUf6j4upBrXZPg6AI4MRK;Soundgarden;71;['alternative metal', 'alternative rock', 'blues rock', 'grunge', 'hard rock', 'modern rock', 'nu metal', 'rock']
40Yq4vzPs9VNUrIBG5Jr2i;The Smashing Pumpkins;75;['alternative metal', 'alternative rock', 'grunge', 'permanent wave', 'pop rock', 'rock']
2UazAtjfzqBF0Nho2awK4z;Stone Temple Pilots;71;['alternative metal', 'alternative rock', 'grunge', 'hard rock', 'nu metal', 'pop rock', 'post-grunge', 'rock']
6FBDaR13swtiWwGhX1WQsP;blink-182;81;['pop punk', 'punk', 'socal pop punk']
3vbKDsSS70ZX9D2OcvbZmS;Beck;71;['alternative rock', 'anti-folk', 'indie rock', 'modern rock', 'permanent wave', 'rock']
0cQbJU1aAzvbEmTuljWLlF;No Doubt;71;['alternative rock', 'dance pop', 'dance rock', 'permanent wave', 'pop rock']
7oPftvlwr6VrsViSDV7fJY;Green Day;83;['permanent wave', 'pop punk', 'punk']
5LfGQac0EIXyAN8aUwmNAQ;The Offspring;80;['alternative metal', 'permanent wave', 'punk', 'rock', 'skate punk', 'socal pop punk']
3YcBF2ttyueytpXtEzn1Za;Incubus;72;['alternative metal', 'alternative rock', 'funk metal', 'funk rock', 'nu metal', 'pop rock', 'post-grunge', 'rock']
3jOstUTkEu2JkjvRdBA5Gu;Weezer;77;['alternative rock', 'modern power pop', 'modern rock', 'permanent wave', 'pop rock', 'rock']
0EdvGhlC1FkGItLOWQzG4J;Sublime;75;['reggae fusion', 'ska mexicano', 'ska punk']
0X380XXQSNBYuleKzav5UO;Nine Inch Nails;70;['alternative metal', 'alternative rock', 'cyberpunk', 'electronic rock', 'industrial', 'industrial metal', 'industrial rock', 'nu metal', 'rock']
5gznATMVO85ZcLTkE9ULU7;Lenny Kravitz;73;['permanent wave', 'pop rock', 'rock']
4e5V1Q2dKCzbLVMQ8qbTn6;Collective Soul;64;['alternative metal', 'alternative rock', 'pop rock', 'post-grunge', 'rock']
78SHxLdtysAXgywQ4vE0Oa;Bush;66;['alternative metal', 'alternative rock', 'modern rock', 'nu metal', 'pop rock', 'post-grunge', 'rap rock', 'rock']
5SHQUMAmEK5KmuSb0aDvsn;Hole;63;['alternative rock', 'grunge', 'lilith', 'pop rock', 'rock']
5sD1ZLf2dGQ9gQ3YJl1eAd;Blind Melon;66;['alternative metal', 'alternative rock', 'blues rock', 'grunge', 'pop rock', 'rock']
5krkohEVJYw0qoB5VWwxaC;The Black Crowes;66;['album rock', 'alternative rock', 'blues rock', 'classic rock', 'country rock', 'hard rock', 'jam band', 'mellow gold', 'pop rock', 'rock', 'roots rock', 'southern rock']
6eoJpTIlcuxJNjV5fDzDJH;Live;65;['alternative metal', 'alternative rock', 'pop rock', 'post-grunge', 'rock']
6ogn9necmbUdCppmNnGOdi;Alanis Morissette;72;['alternative rock', 'canadian pop', 'canadian singer-songwriter', 'pop rock', 'singer-songwriter']
6TcnmlCSxihzWOQJ8k0rNS;Third Eye Blind;69;['alternative rock', 'neo mellow', 'pop rock', 'post-grunge', 'rock']
7jy3rLJdDQY21OgRLCZ9sD;Foo Fighters;81;['alternative metal', 'alternative rock', 'modern rock', 'permanent wave', 'post-grunge', 'rock']
0iHb0mCbqZTYeb4y9Pirrd;Temple Of The Dog;60;['alternative metal', 'alternative rock', 'grunge', 'hard rock', 'rock', 'supergroup']
64tNsm6TnZe2zpcMVMOoHL;Alice In Chains;75;['alternative metal', 'alternative rock', 'grunge', 'hard rock', 'nu metal', 'rock']
5mgr0FFpvy267wKVAYg8qp;Lit;61;['alternative rock', 'pop punk', 'pop rock', 'socal pop punk']
02da1vDJ2hWqfK7aJL6SJm;Soul Asylum;60;['alternative rock', 'grunge', 'permanent wave', 'pop rock', 'post-grunge', 'rock']
694QW15WkebjcrWgQHzRYF;Everclear;63;['alternative metal', 'alternative rock', 'modern rock', 'permanent wave', 'pop rock', 'post-grunge', 'rock']
1lZvg4fNAqHoj6I9N8naBM;The Presidents Of The United States Of America;62;['alternative metal', 'alternative rock', 'grunge', 'pop rock', 'rap rock', 'rock']
01WjpKiWVNurV5hjIadB8C;Filter;59;['alternative metal', 'alternative rock', 'grunge', 'industrial metal', 'industrial rock', 'nu metal', 'post-grunge', 'rap rock', 'rock']
6A43Djmhbe9100UwnI7epV;Cake;67;['alternative rock', 'modern rock', 'pop rock', 'rock', 'sacramento indie']
0ODQJS4mk7rVBJXjdqByX6;Cracker;52;['alternative country', 'alternative rock', 'permanent wave', 'pop rock', 'roots rock']
2zsLaQhHFdQPdFXqG1nRmM;Seven Mary Three;53;['alternative rock', 'pop rock', 'post-grunge']
3XsgWn63EnA4wYZBjVyxjf;Ugly Kid Joe;57;['funk metal', 'funk rock', 'glam metal', 'hard rock', 'rock']
4iudEcmuPlYNdbP3e1bdn1;Silverchair;63;['alternative metal', 'alternative rock', 'australian alternative rock', 'australian psych', 'grunge', 'nu metal', 'pop rock', 'post-grunge', 'rock']
5eAWCfyUhZtHHtBdNk56l1;System Of A Down;81;['alternative metal', 'nu metal', 'rap metal']
0EyuKHE1AeE9lWUF8mzKVp;Fuel;61;['alternative metal', 'alternative rock', 'nu metal', 'pop rock', 'post-grunge', 'rap rock', 'rock']
0qLNsNKm8bQcMoRFkR8Hmh;James;64;['britpop', 'madchester', 'new wave', 'new wave pop', 'permanent wave', 'pop rock', 'rock']
62BcWP4fzR8axESibNQEhs;Butthole Surfers;56;['alternative rock', 'experimental rock', 'grunge', 'noise rock', 'post-hardcore', 'psychedelic punk', 'punk']
3R6c2tWDBeYB1GncjLMn9n;Candlebox;58;['alternative metal', 'alternative rock', 'grunge', 'pop rock', 'post-grunge', 'rock']
415JrPfN7ukaTu8JV8BLE8;Local H;54;['alternative metal', 'alternative rock', 'grunge', 'post-grunge', 'rock']
07jc1IMGtecDZzOL9cP50t;Days Of The New;56;['alternative metal', 'alternative rock', 'grunge', 'nu metal', 'post-grunge', 'rock']
6S0GHTqz5sxK5f9HtLXn9q;Garbage;63;['alternative dance', 'alternative rock', 'dance pop', 'dance rock', 'electronic rock', 'lilith', 'permanent wave', 'pop rock', 'rock']
2QMMktUMtwMSwUZATX1cRO;Toadies;55;['alternative metal', 'alternative rock', 'grunge', 'post-grunge']
4UuoJfJ9UybJft7a8E6UHX;Better Than Ezra;55;['alternative rock', 'pop rock', 'post-grunge']
41Q0HrwWBtuUkJc7C1Rp6K;311;67;['alternative metal', 'alternative rock', 'funk metal', 'funk rock', 'nu metal', 'pop rock', 'rap rock', 'reggae fusion', 'rock']
7fu6ebyL3JGXJgo5zsOo4k;Harvey Danger;52;['alternative rock', 'pop rock']
1xgFexIwrf2QjbU0buCNnp;The Breeders;57;['alternative pop', 'alternative rock', 'art rock', 'boston rock', 'dayton indie', 'dream pop', 'indie rock', 'lilith', 'lo-fi', 'post-punk', 'rock']
5uYXMC13cIUulobh204QuK;The Mighty Mighty Bosstones;58;['boston punk', 'boston rock', 'punk', 'ska', 'ska punk', 'skate punk']
2Ca9nb6MJ3lwyF7dRNJm3M;Citizen King;45;['pop rock']
3brlG1zNhqIkYhdneCaPVi;The Flys;47;['post-grunge']
3NZE8jDD2cCzd4vUyZ5CQQ;Spacehog;50;['alternative rock', 'glam rock', 'pop rock']
2h9yQhKyqOMex3QFMVeq7F;Meat Puppets;52;['alternative rock', 'cowpunk', 'grunge', 'post-hardcore', 'post-punk', 'punk', 'rock']
2QwJQuBekTA4qF7N7uLHDP;Veruca Salt;51;['alternative pop', 'alternative rock', 'grunge', 'lilith', 'riot grrrl']
5n3dkXwwvC1w42hp5U0Qxq;The Nixons;39;[]
3bXhZFreBJF4QDUUiMmtZW;Reel Big Fish;59;['modern ska punk', 'pop punk', 'punk', 'ska', 'ska punk', 'skate punk', 'socal pop punk']
6RaSfqo4f0b42iNouQeAKK;Tracy Bonham;42;['boston rock', 'lilith', 'new wave pop', 'pop rock']
5wTpMQz4RtF6dFX9blvMDc;Primitive Radio Gods;45;['pop rock']
7sVQKNtdP2NylxMgbNOJMM;Goldfinger;63;['pop punk', 'punk', 'ska', 'ska punk', 'skate punk', 'socal pop punk']
0qB0cTENhSUc0feov5qbg0;Helmet;54;['alternative metal', 'alternative rock', 'grunge', 'industrial metal', 'industrial rock', 'nu metal', 'post-hardcore', 'rap rock', 'rock']
5daXMUbrPh8oX9Nd4CnToG;Stabbing Westward;47;['alternative metal', 'industrial metal', 'industrial rock', 'nu metal']
7hhoMvZJRwEdjJUBpuWiDk;Tripping Daisy;42;['alternative rock']
3Ukr3Ufjg8ygRJv7Ww887f;Screaming Trees;51;['alternative metal', 'alternative rock', 'grunge', 'rock']
2JXDwIo5HsiwTcTPQytrZ8;Sponge;50;['alternative rock', 'grunge', 'pop rock', 'post-grunge']
267VY6GX5LyU5c9M85ECZQ;Dinosaur Jr.;61;['alternative pop', 'alternative rock', 'dream pop', 'grunge', 'indie rock', 'lo-fi', 'modern rock', 'noise pop', 'noise rock', 'permanent wave', 'post-hardcore', 'post-punk', 'power pop', 'punk', 'rock']
16eRpMNXSQ15wuJoeqguaB;The Flaming Lips;62;['alternative rock', 'art rock', 'indie pop', 'indie rock', 'modern rock', 'noise pop', 'okc indie', 'rock']
64mPnRMMeudAet0E62ypkx;Primus;64;['alternative metal', 'alternative rock', 'art rock', 'comic', 'funk metal', 'funk rock', 'hard rock', 'nu metal', 'rap rock', 'rock']
3XR64HmFo4OvexUUNW7TP0;Mother Love Bone;48;['alternative metal', 'alternative rock', 'funk metal', 'grunge', 'rock']
0T7JQxpy1Li93vLNirbv0Z;Mad Season;55;['alternative metal', 'alternative rock', 'blues rock', 'grunge', 'rock', 'supergroup']
6sM2JCBjZprP7JLMTZZSxX;Hum;47;['alternative pop', 'alternative rock', 'indie punk', 'post-hardcore', 'shoegaze', 'slowcore']
6w7fc6IZlo5zwBaKT5jU1X;The Lemonheads;56;['alternative pop', 'alternative rock', 'boston rock', 'indie rock', 'lilith', 'pop rock', 'power pop']
1EcRE2Nnqg2spdn2otakhg;Luscious Jackson;42;['alternative pop', 'lilith']
3bFhgZ2r1FAFu0XyttZYKl;Dada;40;[]
58etTNn7xmsQZhjnfjpAXL;Porno for Pyros;48;['alternative rock', 'funk metal', 'rock']
6XyY86QOPPrYVGvF9ch6wz;Linkin Park;87;['alternative metal', 'nu metal', 'post-grunge', 'rap metal']
0C0XlULifJtAgn6ZNCW2eu;The Killers;81;['dance rock', 'modern rock', 'permanent wave', 'rock']
7FBcuc1gsnv6Y1nwFtNRCb;My Chemical Romance;81;['emo', 'pop punk']
4F84IBURUo98rz4r61KF70;The White Stripes;75;['alternative rock', 'blues rock', 'detroit rock', 'garage rock', 'modern blues rock', 'modern rock', 'permanent wave', 'punk blues', 'rock']
3Ayl7mCk0nScecqOzvNp6s;Jimmy Eat World;71;['emo', 'modern power pop', 'modern rock', 'pop punk', 'pop rock', 'rock']
3yEnArbNHyTCwMRvD9SBy4;Wolfmother;65;['alternative rock', 'australian psych', 'garage rock', 'modern alternative rock', 'modern blues rock', 'modern rock', 'rock']
2ziB7fzrXBoh1HUPS6sVFn;Audioslave;72;['alternative metal', 'alternative rock', 'nu metal', 'permanent wave', 'post-grunge', 'rock', 'supergroup']
0epOFNiUfyON9EYx7Tpr6V;The Strokes;80;['alternative rock', 'garage rock', 'modern rock', 'permanent wave', 'rock']
2yEwvVSSSUkcLeSTNyHKh8;TOOL;74;['alternative metal', 'alternative rock', 'art rock', 'nu metal', 'progressive metal', 'progressive rock', 'rock']
4UXqAaa6dQYAk18Lv7PEgX;Fall Out Boy;83;['emo', 'modern rock', 'pop punk']
20JZFwl6HVl6yg8a4H3ZqK;Panic! At The Disco;84;['baroque pop', 'emo', 'modern rock']
55VydwMyCuGcavwPuhutPL;The Used;68;['emo', 'post-hardcore', 'screamo']
3MM8mtgFzaEJsqbjZBSsHJ;Bloc Party;65;['alternative dance', 'alternative rock', 'dance-punk', 'indie rock', 'modern rock', 'new rave', 'rock']
5ypxebeHEIXjMtJb17uJlI;Jet;67;['modern rock', 'rock']
4RddZ3iHvSpGV4dvATac9X;Papa Roach;77;['alternative metal', 'modern rock', 'nu metal', 'rap metal', 'rap rock']
2qk9voo8llSGYcZ6xrBzKx;Kings of Leon;80;['modern rock', 'rock']
4pejUc4iciQfgdX6OKulQn;Queens of the Stone Age;73;['alternative metal', 'alternative rock', 'blues rock', 'modern rock', 'nu metal', 'palm desert scene', 'rock', 'stoner metal', 'stoner rock']
7mnBLXK823vNxN3UWB7Gfz;The Black Keys;77;['alternative rock', 'blues rock', 'garage rock', 'modern alternative rock', 'modern blues rock', 'modern rock', 'punk blues', 'rock']
1yAwtBaoHLEDWAnWR87hBT;Modest Mouse;68;['alternative rock', 'double drumming', 'indie pop', 'indie rock', 'modern rock', 'rock', 'washington indie']
4DFhHyjvGYa9wxdHUjtDkc;A Perfect Circle;67;['alternative metal', 'alternative rock', 'nu metal', 'rap rock', 'rock', 'supergroup']
3utxjLheHaVEd9bPjQRsy8;Coheed and Cambria;64;['alternative metal', 'emo', 'pop punk', 'screamo']
528t5c0zyuG9beehtth4Za;Finch;51;['emo', 'pop punk', 'post-hardcore', 'screamo']
61awhbNK16ku1uQyXRsQj5;Thursday;52;['dreamo', 'emo', 'new jersey hardcore', 'pop punk', 'post-hardcore', 'screamo']
